model,char,n_tokens,first_token,is_single,is_unk
Chinese-BERT,塢,1,塢,1,0
Chinese-BERT,塩,1,塩,1,0
Chinese-BERT,填,1,填,1,0
Chinese-BERT,塬,1,塬,1,0
Chinese-BERT,塭,1,塭,1,0
Chinese-BERT,塵,1,塵,1,0
Chinese-BERT,塾,1,塾,1,0
Chinese-BERT,墀,1,墀,1,0
Chinese-BERT,境,1,境,1,0
Chinese-BERT,墅,1,墅,1,0
Chinese-BERT,墉,1,墉,1,0
Chinese-BERT,墊,1,墊,1,0
Chinese-BERT,墒,1,墒,1,0
Chinese-BERT,墓,1,墓,1,0
Chinese-BERT,増,1,増,1,0
Chinese-BERT,墘,1,墘,1,0
Chinese-BERT,墙,1,墙,1,0
Chinese-BERT,墜,1,墜,1,0
Chinese-BERT,增,1,增,1,0
Chinese-BERT,墟,1,墟,1,0
Chinese-BERT,墩,1,墩,1,0
Chinese-BERT,墮,1,墮,1,0
Chinese-BERT,墳,1,墳,1,0
Chinese-BERT,墻,1,墻,1,0
Chinese-BERT,墾,1,墾,1,0
Chinese-BERT,壁,1,壁,1,0
Chinese-BERT,壅,1,壅,1,0
Chinese-BERT,壆,1,壆,1,0
Chinese-BERT,壇,1,壇,1,0
Chinese-BERT,壊,1,壊,1,0
Chinese-BERT,壑,1,壑,1,0
Chinese-BERT,壓,1,壓,1,0
Chinese-BERT,壕,1,壕,1,0
Chinese-BERT,壘,1,壘,1,0
Chinese-BERT,壞,1,壞,1,0
Chinese-BERT,壟,1,壟,1,0
Chinese-BERT,壢,1,壢,1,0
Chinese-BERT,壤,1,壤,1,0
Chinese-BERT,壩,1,壩,1,0
Chinese-BERT,大,1,大,1,0
Chinese-BERT,天,1,天,1,0
Chinese-BERT,太,1,太,1,0
Chinese-BERT,夫,1,夫,1,0
Chinese-BERT,夭,1,夭,1,0
Chinese-BERT,央,1,央,1,0
Chinese-BERT,夯,1,夯,1,0
Chinese-BERT,失,1,失,1,0
Chinese-BERT,头,1,头,1,0
Chinese-BERT,夷,1,夷,1,0
Chinese-BERT,夸,1,夸,1,0
Chinese-BERT,夹,1,夹,1,0
Chinese-BERT,夺,1,夺,1,0
Chinese-BERT,夾,1,夾,1,0
Chinese-BERT,奂,1,奂,1,0
Chinese-BERT,奄,1,奄,1,0
Chinese-BERT,奇,1,奇,1,0
Chinese-BERT,奈,1,奈,1,0
Chinese-BERT,奉,1,奉,1,0
Chinese-BERT,奋,1,奋,1,0
Chinese-BERT,奎,1,奎,1,0
Chinese-BERT,奏,1,奏,1,0
Chinese-BERT,奐,1,奐,1,0
Chinese-BERT,契,1,契,1,0
Chinese-BERT,奔,1,奔,1,0
Chinese-BERT,奕,1,奕,1,0
Chinese-BERT,奖,1,奖,1,0
Chinese-BERT,套,1,套,1,0
Chinese-BERT,奘,1,奘,1,0
Chinese-BERT,奚,1,奚,1,0
Chinese-BERT,奠,1,奠,1,0
Chinese-BERT,奢,1,奢,1,0
Chinese-BERT,奥,1,奥,1,0
Chinese-BERT,奧,1,奧,1,0
Chinese-BERT,奪,1,奪,1,0
Chinese-BERT,奬,1,奬,1,0
Chinese-BERT,奮,1,奮,1,0
Chinese-BERT,女,1,女,1,0
Chinese-BERT,奴,1,奴,1,0
Chinese-BERT,奶,1,奶,1,0
Chinese-BERT,奸,1,奸,1,0
Chinese-BERT,她,1,她,1,0
Chinese-BERT,好,1,好,1,0
Chinese-BERT,如,1,如,1,0
Chinese-BERT,妃,1,妃,1,0
Chinese-BERT,妄,1,妄,1,0
Chinese-BERT,妆,1,妆,1,0
Chinese-BERT,妇,1,妇,1,0
Chinese-BERT,妈,1,妈,1,0
Chinese-BERT,妊,1,妊,1,0
Chinese-BERT,妍,1,妍,1,0
Chinese-BERT,妒,1,妒,1,0
Chinese-BERT,妓,1,妓,1,0
Chinese-BERT,妖,1,妖,1,0
Chinese-BERT,妘,1,妘,1,0
Chinese-BERT,妙,1,妙,1,0
Chinese-BERT,妝,1,妝,1,0
Chinese-BERT,妞,1,妞,1,0
Chinese-BERT,妣,1,妣,1,0
Chinese-BERT,妤,1,妤,1,0
Chinese-BERT,妥,1,妥,1,0
Chinese-BERT,妨,1,妨,1,0
Chinese-BERT,妩,1,妩,1,0
Chinese-BERT,妪,1,妪,1,0
Chinese-BERT,妮,1,妮,1,0
Chinese-BERT,妲,1,妲,1,0
Chinese-BERT,妳,1,妳,1,0
Chinese-BERT,妹,1,妹,1,0
Chinese-BERT,妻,1,妻,1,0
Chinese-BERT,妾,1,妾,1,0
Chinese-BERT,姆,1,姆,1,0
Chinese-BERT,姉,1,姉,1,0
Chinese-BERT,姊,1,姊,1,0
Chinese-BERT,始,1,始,1,0
Chinese-BERT,姍,1,姍,1,0
Chinese-BERT,姐,1,姐,1,0
Chinese-BERT,姑,1,姑,1,0
Chinese-BERT,姒,1,姒,1,0
Chinese-BERT,姓,1,姓,1,0
Chinese-BERT,委,1,委,1,0
Chinese-BERT,姗,1,姗,1,0
Chinese-BERT,姚,1,姚,1,0
Chinese-BERT,姜,1,姜,1,0
Chinese-BERT,姝,1,姝,1,0
Chinese-BERT,姣,1,姣,1,0
Chinese-BERT,姥,1,姥,1,0
Chinese-BERT,姦,1,姦,1,0
Chinese-BERT,姨,1,姨,1,0
Chinese-BERT,姪,1,姪,1,0
Chinese-BERT,姫,1,姫,1,0
Chinese-BERT,姬,1,姬,1,0
Chinese-BERT,姹,1,姹,1,0
Chinese-BERT,姻,1,姻,1,0
Chinese-BERT,姿,1,姿,1,0
Chinese-BERT,威,1,威,1,0
Chinese-BERT,娃,1,娃,1,0
Chinese-BERT,娅,1,娅,1,0
Chinese-BERT,娆,1,娆,1,0
Chinese-BERT,娇,1,娇,1,0
Chinese-BERT,娉,1,娉,1,0
Chinese-BERT,娑,1,娑,1,0
Chinese-BERT,娓,1,娓,1,0
Chinese-BERT,娘,1,娘,1,0
Chinese-BERT,娛,1,娛,1,0
Chinese-BERT,娜,1,娜,1,0
Chinese-BERT,娟,1,娟,1,0
Chinese-BERT,娠,1,娠,1,0
Chinese-BERT,娣,1,娣,1,0
Chinese-BERT,娥,1,娥,1,0
Chinese-BERT,娩,1,娩,1,0
Chinese-BERT,娱,1,娱,1,0
Chinese-BERT,娲,1,娲,1,0
Chinese-BERT,娴,1,娴,1,0
Chinese-BERT,娶,1,娶,1,0
Chinese-BERT,娼,1,娼,1,0
Chinese-BERT,婀,1,婀,1,0
Chinese-BERT,婁,1,婁,1,0
Chinese-BERT,婆,1,婆,1,0
Chinese-BERT,婉,1,婉,1,0
Chinese-BERT,婊,1,婊,1,0
Chinese-BERT,婕,1,婕,1,0
Chinese-BERT,婚,1,婚,1,0
Chinese-BERT,婢,1,婢,1,0
Chinese-BERT,婦,1,婦,1,0
Chinese-BERT,婧,1,婧,1,0
Chinese-BERT,婪,1,婪,1,0
Chinese-BERT,婭,1,婭,1,0
Chinese-BERT,婴,1,婴,1,0
Chinese-BERT,婵,1,婵,1,0
Chinese-BERT,婶,1,婶,1,0
Chinese-BERT,婷,1,婷,1,0
Chinese-BERT,婺,1,婺,1,0
Chinese-BERT,婿,1,婿,1,0
Chinese-BERT,媒,1,媒,1,0
Chinese-BERT,媚,1,媚,1,0
Chinese-BERT,媛,1,媛,1,0
Chinese-BERT,媞,1,媞,1,0
Chinese-BERT,媧,1,媧,1,0
Chinese-BERT,媲,1,媲,1,0
Chinese-BERT,媳,1,媳,1,0
Chinese-BERT,媽,1,媽,1,0
Chinese-BERT,媾,1,媾,1,0
Chinese-BERT,嫁,1,嫁,1,0
Chinese-BERT,嫂,1,嫂,1,0
Chinese-BERT,嫉,1,嫉,1,0
Chinese-BERT,嫌,1,嫌,1,0
Chinese-BERT,嫑,1,嫑,1,0
Chinese-BERT,嫔,1,嫔,1,0
Chinese-BERT,嫖,1,嫖,1,0
Chinese-BERT,嫘,1,嫘,1,0
Chinese-BERT,嫚,1,嫚,1,0
Chinese-BERT,嫡,1,嫡,1,0
Chinese-BERT,嫣,1,嫣,1,0
Chinese-BERT,嫦,1,嫦,1,0
Chinese-BERT,嫩,1,嫩,1,0
Chinese-BERT,嫲,1,嫲,1,0
Chinese-BERT,嫵,1,嫵,1,0
Chinese-BERT,嫻,1,嫻,1,0
Chinese-BERT,嬅,1,嬅,1,0
Chinese-BERT,嬉,1,嬉,1,0
Chinese-BERT,嬌,1,嬌,1,0
Chinese-BERT,嬗,1,嬗,1,0
Chinese-BERT,嬛,1,嬛,1,0
Chinese-BERT,嬢,1,嬢,1,0
Chinese-BERT,嬤,1,嬤,1,0
Chinese-BERT,嬪,1,嬪,1,0
Chinese-BERT,嬰,1,嬰,1,0
Chinese-BERT,嬴,1,嬴,1,0
Chinese-BERT,嬷,1,嬷,1,0
Chinese-BERT,嬸,1,嬸,1,0
Chinese-BERT,嬿,1,嬿,1,0
Chinese-BERT,孀,1,孀,1,0
Chinese-BERT,孃,1,孃,1,0
Chinese-BERT,子,1,子,1,0
Chinese-BERT,孑,1,孑,1,0
Chinese-BERT,孔,1,孔,1,0
Chinese-BERT,孕,1,孕,1,0
Chinese-BERT,孖,1,孖,1,0
Chinese-BERT,字,1,字,1,0
Chinese-BERT,存,1,存,1,0
Chinese-BERT,孙,1,孙,1,0
Chinese-BERT,孚,1,孚,1,0
Chinese-BERT,孛,1,孛,1,0
Chinese-BERT,孜,1,孜,1,0
Chinese-BERT,孝,1,孝,1,0
Chinese-BERT,孟,1,孟,1,0
Chinese-BERT,孢,1,孢,1,0
Chinese-BERT,季,1,季,1,0
Chinese-BERT,孤,1,孤,1,0
Chinese-BERT,学,1,学,1,0
Chinese-BERT,孩,1,孩,1,0
Chinese-BERT,孪,1,孪,1,0
Chinese-BERT,孫,1,孫,1,0
Chinese-BERT,孬,1,孬,1,0
Chinese-BERT,孰,1,孰,1,0
Chinese-BERT,孱,1,孱,1,0
Chinese-BERT,孳,1,孳,1,0
Chinese-BERT,孵,1,孵,1,0
Chinese-BERT,學,1,學,1,0
Chinese-BERT,孺,1,孺,1,0
Chinese-BERT,孽,1,孽,1,0
Chinese-BERT,孿,1,孿,1,0
Chinese-BERT,宁,1,宁,1,0
Chinese-BERT,它,1,它,1,0
Chinese-BERT,宅,1,宅,1,0
Chinese-BERT,宇,1,宇,1,0
Chinese-BERT,守,1,守,1,0
Chinese-BERT,安,1,安,1,0
Chinese-BERT,宋,1,宋,1,0
Chinese-BERT,完,1,完,1,0
Chinese-BERT,宏,1,宏,1,0
Chinese-BERT,宓,1,宓,1,0
Chinese-BERT,宕,1,宕,1,0
Chinese-BERT,宗,1,宗,1,0
Chinese-BERT,官,1,官,1,0
Chinese-BERT,宙,1,宙,1,0
Chinese-BERT,定,1,定,1,0
Chinese-BERT,宛,1,宛,1,0
Chinese-BERT,宜,1,宜,1,0
Chinese-BERT,宝,1,宝,1,0
Chinese-BERT,实,1,实,1,0
Chinese-BERT,実,1,実,1,0
Chinese-BERT,宠,1,宠,1,0
Chinese-BERT,审,1,审,1,0
Chinese-BERT,客,1,客,1,0
Chinese-BERT,宣,1,宣,1,0
Chinese-BERT,室,1,室,1,0
Chinese-BERT,宥,1,宥,1,0
Chinese-BERT,宦,1,宦,1,0
Chinese-BERT,宪,1,宪,1,0
Chinese-BERT,宫,1,宫,1,0
Chinese-BERT,宮,1,宮,1,0
Chinese-BERT,宰,1,宰,1,0
Chinese-BERT,害,1,害,1,0
Chinese-BERT,宴,1,宴,1,0
Chinese-BERT,宵,1,宵,1,0
Chinese-BERT,家,1,家,1,0
Chinese-BERT,宸,1,宸,1,0
Chinese-BERT,容,1,容,1,0
Chinese-BERT,宽,1,宽,1,0
Chinese-BERT,宾,1,宾,1,0
Chinese-BERT,宿,1,宿,1,0
Chinese-BERT,寂,1,寂,1,0
Chinese-BERT,寄,1,寄,1,0
Chinese-BERT,寅,1,寅,1,0
Chinese-BERT,密,1,密,1,0
Chinese-BERT,寇,1,寇,1,0
Chinese-BERT,富,1,富,1,0
Chinese-BERT,寐,1,寐,1,0
Chinese-BERT,寒,1,寒,1,0
Chinese-BERT,寓,1,寓,1,0
Chinese-BERT,寛,1,寛,1,0
Chinese-BERT,寝,1,寝,1,0
Chinese-BERT,寞,1,寞,1,0
Chinese-BERT,察,1,察,1,0
Chinese-BERT,寡,1,寡,1,0
Chinese-BERT,寢,1,寢,1,0
Chinese-BERT,寥,1,寥,1,0
Chinese-BERT,實,1,實,1,0
Chinese-BERT,寧,1,寧,1,0
Chinese-BERT,寨,1,寨,1,0
Chinese-BERT,審,1,審,1,0
Chinese-BERT,寫,1,寫,1,0
Chinese-BERT,寬,1,寬,1,0
Chinese-BERT,寮,1,寮,1,0
Chinese-BERT,寰,1,寰,1,0
Chinese-BERT,寵,1,寵,1,0
Chinese-BERT,寶,1,寶,1,0
Chinese-BERT,尸,1,尸,1,0
Chinese-BERT,尺,1,尺,1,0
Chinese-BERT,尻,1,尻,1,0
Chinese-BERT,尼,1,尼,1,0
Chinese-BERT,尽,1,尽,1,0
Chinese-BERT,尾,1,尾,1,0
Chinese-BERT,尿,1,尿,1,0
Chinese-BERT,局,1,局,1,0
Chinese-BERT,屁,1,屁,1,0
Chinese-BERT,层,1,层,1,0
Chinese-BERT,屄,1,屄,1,0
Chinese-BERT,居,1,居,1,0
Chinese-BERT,屆,1,屆,1,0
Chinese-BERT,屈,1,屈,1,0
Chinese-BERT,屉,1,屉,1,0
Chinese-BERT,届,1,届,1,0
Chinese-BERT,屋,1,屋,1,0
Chinese-BERT,屌,1,屌,1,0
Chinese-BERT,屍,1,屍,1,0
Chinese-BERT,屎,1,屎,1,0
Chinese-BERT,屏,1,屏,1,0
Chinese-BERT,屐,1,屐,1,0
Chinese-BERT,屑,1,屑,1,0
Chinese-BERT,展,1,展,1,0
Chinese-BERT,屜,1,屜,1,0
Chinese-BERT,属,1,属,1,0
Chinese-BERT,屠,1,屠,1,0
Chinese-BERT,屡,1,屡,1,0
Chinese-BERT,屢,1,屢,1,0
Chinese-BERT,層,1,層,1,0
Chinese-BERT,履,1,履,1,0
Chinese-BERT,屬,1,屬,1,0
Chinese-BERT,山,1,山,1,0
Chinese-BERT,屹,1,屹,1,0
Chinese-BERT,屿,1,屿,1,0
Chinese-BERT,岀,1,岀,1,0
Chinese-BERT,岁,1,岁,1,0
Chinese-BERT,岂,1,岂,1,0
Chinese-BERT,岌,1,岌,1,0
Chinese-BERT,岐,1,岐,1,0
Chinese-BERT,岑,1,岑,1,0
Chinese-BERT,岔,1,岔,1,0
Chinese-BERT,岖,1,岖,1,0
Chinese-BERT,岗,1,岗,1,0
Chinese-BERT,岘,1,岘,1,0
Chinese-BERT,岙,1,岙,1,0
Chinese-BERT,岚,1,岚,1,0
Chinese-BERT,岛,1,岛,1,0
Chinese-BERT,岡,1,岡,1,0
Chinese-BERT,岩,1,岩,1,0
Chinese-BERT,岫,1,岫,1,0
Chinese-BERT,岬,1,岬,1,0
Chinese-BERT,岭,1,岭,1,0
Chinese-BERT,岱,1,岱,1,0
Chinese-BERT,岳,1,岳,1,0
Chinese-BERT,岷,1,岷,1,0
Chinese-BERT,岸,1,岸,1,0
Chinese-BERT,峇,1,峇,1,0
Chinese-BERT,峋,1,峋,1,0
Chinese-BERT,峒,1,峒,1,0
Chinese-BERT,峙,1,峙,1,0
Chinese-BERT,峡,1,峡,1,0
Chinese-BERT,峤,1,峤,1,0
Chinese-BERT,峥,1,峥,1,0
Chinese-BERT,峦,1,峦,1,0
Chinese-BERT,峨,1,峨,1,0
Chinese-BERT,峪,1,峪,1,0
Chinese-BERT,峭,1,峭,1,0
Chinese-BERT,峯,1,峯,1,0
Chinese-BERT,峰,1,峰,1,0
Chinese-BERT,峴,1,峴,1,0
Chinese-BERT,島,1,島,1,0
Chinese-BERT,峻,1,峻,1,0
Chinese-BERT,峽,1,峽,1,0
Chinese-BERT,崁,1,崁,1,0
Chinese-BERT,崂,1,崂,1,0
Chinese-BERT,崆,1,崆,1,0
Chinese-BERT,崇,1,崇,1,0
Chinese-BERT,崎,1,崎,1,0
Chinese-BERT,崑,1,崑,1,0
Chinese-BERT,崔,1,崔,1,0
Chinese-BERT,崖,1,崖,1,0
Chinese-BERT,崗,1,崗,1,0
Chinese-BERT,崙,1,崙,1,0
Chinese-BERT,崛,1,崛,1,0
Chinese-BERT,崧,1,崧,1,0
Chinese-BERT,崩,1,崩,1,0
Chinese-BERT,崭,1,崭,1,0
Chinese-BERT,崴,1,崴,1,0
Chinese-BERT,崽,1,崽,1,0
Chinese-BERT,嵇,1,嵇,1,0
Chinese-BERT,嵊,1,嵊,1,0
Chinese-BERT,嵋,1,嵋,1,0
Chinese-BERT,嵌,1,嵌,1,0
Chinese-BERT,嵐,1,嵐,1,0
Chinese-BERT,嵘,1,嵘,1,0
Chinese-BERT,嵩,1,嵩,1,0
Chinese-BERT,嵬,1,嵬,1,0
Chinese-BERT,嵯,1,嵯,1,0
Chinese-BERT,嶂,1,嶂,1,0
Chinese-BERT,嶄,1,嶄,1,0
Chinese-BERT,嶇,1,嶇,1,0
Chinese-BERT,嶋,1,嶋,1,0
Chinese-BERT,嶙,1,嶙,1,0
Chinese-BERT,嶺,1,嶺,1,0
Chinese-BERT,嶼,1,嶼,1,0
Chinese-BERT,嶽,1,嶽,1,0
Chinese-BERT,巅,1,巅,1,0
Chinese-BERT,巍,1,巍,1,0
Chinese-BERT,巒,1,巒,1,0
Chinese-BERT,巔,1,巔,1,0
Chinese-BERT,巖,1,巖,1,0
Chinese-BERT,巾,1,巾,1,0
Chinese-BERT,巿,1,巿,1,0
Chinese-BERT,币,1,币,1,0
Chinese-BERT,市,1,市,1,0
Chinese-BERT,布,1,布,1,0
Chinese-BERT,帅,1,帅,1,0
Chinese-BERT,帆,1,帆,1,0
Chinese-BERT,师,1,师,1,0
Chinese-BERT,希,1,希,1,0
Chinese-BERT,帐,1,帐,1,0
Chinese-BERT,帑,1,帑,1,0
Chinese-BERT,帕,1,帕,1,0
Chinese-BERT,帖,1,帖,1,0
Chinese-BERT,帘,1,帘,1,0
Chinese-BERT,帚,1,帚,1,0
Chinese-BERT,帛,1,帛,1,0
Chinese-BERT,帜,1,帜,1,0
Chinese-BERT,帝,1,帝,1,0
Chinese-BERT,帥,1,帥,1,0
Chinese-BERT,带,1,带,1,0
Chinese-BERT,帧,1,帧,1,0
Chinese-BERT,師,1,師,1,0
Chinese-BERT,席,1,席,1,0
Chinese-BERT,帮,1,帮,1,0
Chinese-BERT,帯,1,帯,1,0
Chinese-BERT,帰,1,帰,1,0
Chinese-BERT,帳,1,帳,1,0
Chinese-BERT,帶,1,帶,1,0
Chinese-BERT,帷,1,帷,1,0
Chinese-BERT,常,1,常,1,0
Chinese-BERT,帼,1,帼,1,0
Chinese-BERT,帽,1,帽,1,0
Chinese-BERT,幀,1,幀,1,0
Chinese-BERT,幂,1,幂,1,0
Chinese-BERT,幄,1,幄,1,0
Chinese-BERT,幅,1,幅,1,0
Chinese-BERT,幌,1,幌,1,0
Chinese-BERT,幔,1,幔,1,0
Chinese-BERT,幕,1,幕,1,0
Chinese-BERT,幟,1,幟,1,0
Chinese-BERT,幡,1,幡,1,0
Chinese-BERT,幢,1,幢,1,0
Chinese-BERT,幣,1,幣,1,0
Chinese-BERT,幫,1,幫,1,0
Chinese-BERT,广,1,广,1,0
Chinese-BERT,庁,1,庁,1,0
Chinese-BERT,広,1,広,1,0
Chinese-BERT,庄,1,庄,1,0
Chinese-BERT,庆,1,庆,1,0
Chinese-BERT,庇,1,庇,1,0
Chinese-BERT,床,1,床,1,0
Chinese-BERT,序,1,序,1,0
Chinese-BERT,庐,1,庐,1,0
Chinese-BERT,库,1,库,1,0
Chinese-BERT,应,1,应,1,0
Chinese-BERT,底,1,底,1,0
Chinese-BERT,庖,1,庖,1,0
Chinese-BERT,店,1,店,1,0
Chinese-BERT,庙,1,庙,1,0
Chinese-BERT,庚,1,庚,1,0
Chinese-BERT,府,1,府,1,0
Chinese-BERT,庞,1,庞,1,0
Chinese-BERT,废,1,废,1,0
Chinese-BERT,庠,1,庠,1,0
Chinese-BERT,度,1,度,1,0
Chinese-BERT,座,1,座,1,0
Chinese-BERT,庫,1,庫,1,0
Chinese-BERT,庭,1,庭,1,0
Chinese-BERT,庵,1,庵,1,0
Chinese-BERT,庶,1,庶,1,0
Chinese-BERT,康,1,康,1,0
Chinese-BERT,庸,1,庸,1,0
Chinese-BERT,庹,1,庹,1,0
Chinese-BERT,庾,1,庾,1,0
Chinese-BERT,廁,1,廁,1,0
Chinese-BERT,廂,1,廂,1,0
Chinese-BERT,廃,1,廃,1,0
Chinese-BERT,廈,1,廈,1,0
Chinese-BERT,廉,1,廉,1,0
Chinese-BERT,廊,1,廊,1,0
Chinese-BERT,廓,1,廓,1,0
Chinese-BERT,廖,1,廖,1,0
Chinese-BERT,廚,1,廚,1,0
Chinese-BERT,廝,1,廝,1,0
Chinese-BERT,廟,1,廟,1,0
Chinese-BERT,廠,1,廠,1,0
Chinese-BERT,廢,1,廢,1,0
Chinese-BERT,廣,1,廣,1,0
Chinese-BERT,廬,1,廬,1,0
Chinese-BERT,廳,1,廳,1,0
Chinese-BERT,龐,1,龐,1,0
Chinese-BERT,弓,1,弓,1,0
Chinese-BERT,弔,1,弔,1,0
Chinese-BERT,引,1,引,1,0
Chinese-BERT,弗,1,弗,1,0
Chinese-BERT,弘,1,弘,1,0
Chinese-BERT,弛,1,弛,1,0
Chinese-BERT,弟,1,弟,1,0
Chinese-BERT,张,1,张,1,0
Chinese-BERT,弥,1,弥,1,0
Chinese-BERT,弦,1,弦,1,0
Chinese-BERT,弧,1,弧,1,0
Chinese-BERT,弩,1,弩,1,0
Chinese-BERT,弭,1,弭,1,0
Chinese-BERT,弯,1,弯,1,0
Chinese-BERT,弱,1,弱,1,0
Chinese-BERT,張,1,張,1,0
Chinese-BERT,強,1,強,1,0
Chinese-BERT,弹,1,弹,1,0
Chinese-BERT,强,1,强,1,0
Chinese-BERT,弼,1,弼,1,0
Chinese-BERT,弾,1,弾,1,0
Chinese-BERT,彅,1,彅,1,0
Chinese-BERT,彆,1,彆,1,0
Chinese-BERT,彈,1,彈,1,0
Chinese-BERT,彌,1,彌,1,0
Chinese-BERT,彎,1,彎,1,0
Chinese-BERT,彷,1,彷,1,0
Chinese-BERT,役,1,役,1,0
Chinese-BERT,彻,1,彻,1,0
Chinese-BERT,彼,1,彼,1,0
Chinese-BERT,彿,1,彿,1,0
Chinese-BERT,往,1,往,1,0
Chinese-BERT,征,1,征,1,0
Chinese-BERT,径,1,径,1,0
Chinese-BERT,待,1,待,1,0
Chinese-BERT,徇,1,徇,1,0
Chinese-BERT,很,1,很,1,0
Chinese-BERT,徉,1,徉,1,0
Chinese-BERT,徊,1,徊,1,0
Chinese-BERT,律,1,律,1,0
Chinese-BERT,後,1,後,1,0
Chinese-BERT,徐,1,徐,1,0
Chinese-BERT,徑,1,徑,1,0
Chinese-BERT,徒,1,徒,1,0
Chinese-BERT,従,1,従,1,0
Chinese-BERT,徕,1,徕,1,0
Chinese-BERT,得,1,得,1,0
Chinese-BERT,徘,1,徘,1,0
Chinese-BERT,徙,1,徙,1,0
Chinese-BERT,徜,1,徜,1,0
Chinese-BERT,從,1,從,1,0
Chinese-BERT,徠,1,徠,1,0
Chinese-BERT,御,1,御,1,0
Chinese-BERT,徨,1,徨,1,0
Chinese-BERT,復,1,復,1,0
Chinese-BERT,循,1,循,1,0
Chinese-BERT,徬,1,徬,1,0
Chinese-BERT,微,1,微,1,0
Chinese-BERT,徳,1,徳,1,0
Chinese-BERT,徴,1,徴,1,0
Chinese-BERT,徵,1,徵,1,0
Chinese-BERT,德,1,德,1,0
Chinese-BERT,徹,1,徹,1,0
Chinese-BERT,徼,1,徼,1,0
Chinese-BERT,徽,1,徽,1,0
Chinese-BERT,心,1,心,1,0
Chinese-BERT,必,1,必,1,0
Chinese-BERT,忆,1,忆,1,0
Chinese-BERT,忌,1,忌,1,0
Chinese-BERT,忍,1,忍,1,0
Chinese-BERT,忏,1,忏,1,0
Chinese-BERT,忐,1,忐,1,0
Chinese-BERT,忑,1,忑,1,0
Chinese-BERT,忒,1,忒,1,0
Chinese-BERT,忖,1,忖,1,0
Chinese-BERT,志,1,志,1,0
Chinese-BERT,忘,1,忘,1,0
Chinese-BERT,忙,1,忙,1,0
Chinese-BERT,応,1,応,1,0
Chinese-BERT,忠,1,忠,1,0
Chinese-BERT,忡,1,忡,1,0
Chinese-BERT,忤,1,忤,1,0
Chinese-BERT,忧,1,忧,1,0
Chinese-BERT,忪,1,忪,1,0
Chinese-BERT,快,1,快,1,0
Chinese-BERT,忱,1,忱,1,0
Chinese-BERT,念,1,念,1,0
Chinese-BERT,忻,1,忻,1,0
Chinese-BERT,忽,1,忽,1,0
Chinese-BERT,忿,1,忿,1,0
Chinese-BERT,怀,1,怀,1,0
Chinese-BERT,态,1,态,1,0
Chinese-BERT,怂,1,怂,1,0
Chinese-BERT,怅,1,怅,1,0
Chinese-BERT,怆,1,怆,1,0
Chinese-BERT,怎,1,怎,1,0
Chinese-BERT,怏,1,怏,1,0
Chinese-BERT,怒,1,怒,1,0
Chinese-BERT,怔,1,怔,1,0
Chinese-BERT,怕,1,怕,1,0
Chinese-BERT,怖,1,怖,1,0
Chinese-BERT,怙,1,怙,1,0
Chinese-BERT,怜,1,怜,1,0
Chinese-BERT,思,1,思,1,0
Chinese-BERT,怠,1,怠,1,0
Chinese-BERT,怡,1,怡,1,0
Chinese-BERT,急,1,急,1,0
Chinese-BERT,怦,1,怦,1,0
Chinese-BERT,性,1,性,1,0
Chinese-BERT,怨,1,怨,1,0
Chinese-BERT,怪,1,怪,1,0
Chinese-BERT,怯,1,怯,1,0
Chinese-BERT,怵,1,怵,1,0
Chinese-BERT,总,1,总,1,0
Chinese-BERT,怼,1,怼,1,0
Chinese-BERT,恁,1,恁,1,0
Chinese-BERT,恃,1,恃,1,0
Chinese-BERT,恆,1,恆,1,0
Chinese-BERT,恋,1,恋,1,0
Chinese-BERT,恍,1,恍,1,0
Chinese-BERT,恐,1,恐,1,0
Chinese-BERT,恒,1,恒,1,0
Chinese-BERT,恕,1,恕,1,0
Chinese-BERT,恙,1,恙,1,0
Chinese-BERT,恚,1,恚,1,0
Chinese-BERT,恢,1,恢,1,0
Chinese-BERT,恣,1,恣,1,0
Chinese-BERT,恤,1,恤,1,0
Chinese-BERT,恥,1,恥,1,0
Chinese-BERT,恨,1,恨,1,0
Chinese-BERT,恩,1,恩,1,0
Chinese-BERT,恪,1,恪,1,0
Chinese-BERT,恫,1,恫,1,0
Chinese-BERT,恬,1,恬,1,0
Chinese-BERT,恭,1,恭,1,0
Chinese-BERT,息,1,息,1,0
Chinese-BERT,恰,1,恰,1,0
Chinese-BERT,恳,1,恳,1,0
Chinese-BERT,恵,1,恵,1,0
Chinese-BERT,恶,1,恶,1,0
Chinese-BERT,恸,1,恸,1,0
Chinese-BERT,恺,1,恺,1,0
Chinese-BERT,恻,1,恻,1,0
Chinese-BERT,恼,1,恼,1,0
Chinese-BERT,恿,1,恿,1,0
Chinese-BERT,悄,1,悄,1,0
Chinese-BERT,悅,1,悅,1,0
Chinese-BERT,悉,1,悉,1,0
Chinese-BERT,悌,1,悌,1,0
Chinese-BERT,悍,1,悍,1,0
Chinese-BERT,悔,1,悔,1,0
Chinese-BERT,悖,1,悖,1,0
Chinese-BERT,悚,1,悚,1,0
Chinese-BERT,悟,1,悟,1,0
Chinese-BERT,悠,1,悠,1,0
Chinese-BERT,患,1,患,1,0
Chinese-BERT,悦,1,悦,1,0
Chinese-BERT,您,1,您,1,0
Chinese-BERT,悩,1,悩,1,0
Chinese-BERT,悪,1,悪,1,0
Chinese-BERT,悬,1,悬,1,0
